,Datum,RGSCode,RGSName,Geschlecht,Altersgruppe,Berufs4Steller,Berufs4StellerBez,BESTAND,Alter_von,Alter_bis
564312,2020-10-31,411,Perg,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
564406,2020-10-31,412,Ried im Innkreis,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
564440,2020-10-31,412,Ried im Innkreis,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
564466,2020-10-31,412,Ried im Innkreis,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
564489,2020-10-31,412,Ried im Innkreis,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
564513,2020-10-31,412,Ried im Innkreis,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
564540,2020-10-31,412,Ried im Innkreis,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
564551,2020-10-31,412,Ried im Innkreis,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
564608,2020-10-31,413,Rohrbach,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
564695,2020-10-31,413,Rohrbach,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
564784,2020-10-31,414,Schärding,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
564919,2020-10-31,415,Steyr,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),16,0,19
564948,2020-10-31,415,Steyr,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
564974,2020-10-31,415,Steyr,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),3,25,29
565039,2020-10-31,415,Steyr,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
565055,2020-10-31,415,Steyr,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
565106,2020-10-31,415,Steyr,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),6,0,19
565135,2020-10-31,415,Steyr,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
565184,2020-10-31,415,Steyr,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
565252,2020-10-31,418,Vöcklabruck,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),8,0,19
565273,2020-10-31,418,Vöcklabruck,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
565438,2020-10-31,418,Vöcklabruck,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
565462,2020-10-31,418,Vöcklabruck,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
565511,2020-10-31,418,Vöcklabruck,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
565615,2020-10-31,419,Wels,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
565633,2020-10-31,419,Wels,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
565651,2020-10-31,419,Wels,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
565667,2020-10-31,419,Wels,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
565694,2020-10-31,419,Wels,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
565727,2020-10-31,419,Wels,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
565789,2020-10-31,419,Wels,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
565888,2020-10-31,419,Wels,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
565953,2020-10-31,421,Traun,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
565977,2020-10-31,421,Traun,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
566009,2020-10-31,421,Traun,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
566037,2020-10-31,421,Traun,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),2,30,34
566062,2020-10-31,421,Traun,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
566092,2020-10-31,421,Traun,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
566113,2020-10-31,421,Traun,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
566180,2020-10-31,421,Traun,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
566214,2020-10-31,421,Traun,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
566366,2020-10-31,501,Bischofshofen,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
566425,2020-10-31,501,Bischofshofen,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
566440,2020-10-31,501,Bischofshofen,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
566465,2020-10-31,501,Bischofshofen,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
566485,2020-10-31,501,Bischofshofen,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
566554,2020-10-31,501,Bischofshofen,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
566631,2020-10-31,503,Hallein,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
566850,2020-10-31,504,Salzburg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
566958,2020-10-31,504,Salzburg,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
567043,2020-10-31,504,Salzburg,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
567141,2020-10-31,504,Salzburg,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
567351,2020-10-31,504,Salzburg,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
567433,2020-10-31,506,Zell am See,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
567556,2020-10-31,506,Zell am See,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
567628,2020-10-31,601,Bruck/Mur,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),6,0,19
567651,2020-10-31,601,Bruck/Mur,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
567747,2020-10-31,601,Bruck/Mur,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
567908,2020-10-31,603,Deutschlandsberg,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
568115,2020-10-31,604,Feldbach,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
568197,2020-10-31,604,Feldbach,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
568334,2020-10-31,606,Gleisdorf,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
568348,2020-10-31,606,Gleisdorf,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
568431,2020-10-31,606,Gleisdorf,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
568487,2020-10-31,609,Hartberg,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
568649,2020-10-31,609,Hartberg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
568667,2020-10-31,609,Hartberg,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
568790,2020-10-31,610,Judenburg,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
568915,2020-10-31,610,Judenburg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
569024,2020-10-31,611,Murau,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
569034,2020-10-31,611,Murau,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
569106,2020-10-31,614,Leibnitz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
569147,2020-10-31,614,Leibnitz,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
569165,2020-10-31,614,Leibnitz,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
569276,2020-10-31,614,Leibnitz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
569364,2020-10-31,616,Leoben,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
569388,2020-10-31,616,Leoben,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
569400,2020-10-31,616,Leoben,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
569450,2020-10-31,616,Leoben,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
569488,2020-10-31,616,Leoben,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
569514,2020-10-31,616,Leoben,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
569605,2020-10-31,618,Liezen,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
569825,2020-10-31,621,Mürzzuschlag,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
569839,2020-10-31,621,Mürzzuschlag,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
569905,2020-10-31,621,Mürzzuschlag,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
569920,2020-10-31,621,Mürzzuschlag,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
570008,2020-10-31,622,Voitsberg,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
570026,2020-10-31,622,Voitsberg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
570194,2020-10-31,623,Weiz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
570289,2020-10-31,623,Weiz,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
570295,2020-10-31,623,Weiz,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
570354,2020-10-31,630,Graz-West und Umgebung,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
570404,2020-10-31,630,Graz-West und Umgebung,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),7,20,24
570725,2020-10-31,630,Graz-West und Umgebung,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),9,0,19
570792,2020-10-31,630,Graz-West und Umgebung,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
570846,2020-10-31,630,Graz-West und Umgebung,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
570931,2020-10-31,630,Graz-West und Umgebung,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
571016,2020-10-31,630,Graz-West und Umgebung,Männer,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
571044,2020-10-31,631,Graz-Ost,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
571082,2020-10-31,631,Graz-Ost,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
571270,2020-10-31,631,Graz-Ost,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
571321,2020-10-31,631,Graz-Ost,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
571494,2020-10-31,701,Imst,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
571562,2020-10-31,701,Imst,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
571608,2020-10-31,702,Innsbruck,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
571632,2020-10-31,702,Innsbruck,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
571656,2020-10-31,702,Innsbruck,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),4,25,29
571690,2020-10-31,702,Innsbruck,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
571718,2020-10-31,702,Innsbruck,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
571770,2020-10-31,702,Innsbruck,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
571881,2020-10-31,702,Innsbruck,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
571906,2020-10-31,702,Innsbruck,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
571933,2020-10-31,702,Innsbruck,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
571963,2020-10-31,702,Innsbruck,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),2,35,39
572026,2020-10-31,702,Innsbruck,Männer,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
572037,2020-10-31,704,Kitzbühel,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
572082,2020-10-31,704,Kitzbühel,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
572115,2020-10-31,704,Kitzbühel,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
572181,2020-10-31,705,Kufstein,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
572298,2020-10-31,705,Kufstein,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),8,0,19
572322,2020-10-31,705,Kufstein,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
572337,2020-10-31,705,Kufstein,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
572394,2020-10-31,706,Landeck,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
572404,2020-10-31,706,Landeck,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
572461,2020-10-31,706,Landeck,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
572466,2020-10-31,706,Landeck,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
572483,2020-10-31,707,Lienz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
572536,2020-10-31,707,Lienz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
572541,2020-10-31,707,Lienz,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
572549,2020-10-31,707,Lienz,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
572645,2020-10-31,709,Schwaz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),6,0,19
572701,2020-10-31,709,Schwaz,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
572710,2020-10-31,709,Schwaz,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
572731,2020-10-31,709,Schwaz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),7,0,19
572768,2020-10-31,709,Schwaz,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
572776,2020-10-31,709,Schwaz,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
572800,2020-10-31,801,Bludenz,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
572821,2020-10-31,801,Bludenz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
572951,2020-10-31,801,Bludenz,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
573030,2020-10-31,802,Bregenz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
573084,2020-10-31,802,Bregenz,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
573202,2020-10-31,802,Bregenz,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
573259,2020-10-31,802,Bregenz,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),2,25,29
573400,2020-10-31,804,Dornbirn,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
573505,2020-10-31,804,Dornbirn,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
573554,2020-10-31,804,Dornbirn,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
573587,2020-10-31,804,Dornbirn,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
573604,2020-10-31,804,Dornbirn,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
573662,2020-10-31,804,Dornbirn,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
573692,2020-10-31,805,Feldkirch,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
573720,2020-10-31,805,Feldkirch,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
573743,2020-10-31,805,Feldkirch,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),5,25,29
573789,2020-10-31,805,Feldkirch,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
573816,2020-10-31,805,Feldkirch,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
573835,2020-10-31,805,Feldkirch,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
573884,2020-10-31,805,Feldkirch,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),7,0,19
573921,2020-10-31,805,Feldkirch,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
573948,2020-10-31,805,Feldkirch,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
573981,2020-10-31,805,Feldkirch,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),3,35,39
574346,2020-10-31,958,Wien Johnstraße,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
574395,2020-10-31,958,Wien Johnstraße,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
574812,2020-10-31,959,Wien Hauffgasse,Frauen,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
575096,2020-10-31,959,Wien Hauffgasse,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),1,45,49
575207,2020-10-31,960,Wien Esteplatz,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
576152,2020-10-31,962,Wien Redergasse,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
576431,2020-10-31,962,Wien Redergasse,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
576566,2020-10-31,963,Wien Währinger Gürtel,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
576750,2020-10-31,963,Wien Währinger Gürtel,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
576793,2020-10-31,963,Wien Währinger Gürtel,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
577047,2020-10-31,964,Wien Favoritenstraße,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
577100,2020-10-31,964,Wien Favoritenstraße,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
577936,2020-10-31,965,Wien Schönbrunner Straße,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
578199,2020-10-31,965,Wien Schönbrunner Straße,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
578419,2020-10-31,965,Wien Schönbrunner Straße,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
578600,2020-10-31,965,Wien Schönbrunner Straße,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
578671,2020-10-31,966,Wien Hietzinger Kai,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
579308,2020-10-31,967,Wien Huttengasse,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
579353,2020-10-31,967,Wien Huttengasse,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
579679,2020-10-31,967,Wien Huttengasse,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
579804,2020-10-31,967,Wien Huttengasse,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
579858,2020-10-31,967,Wien Huttengasse,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
580082,2020-10-31,968,Wien Schloßhofer Straße,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
580185,2020-10-31,968,Wien Schloßhofer Straße,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
580238,2020-10-31,968,Wien Schloßhofer Straße,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
580367,2020-10-31,968,Wien Schloßhofer Straße,Frauen,55 bis 59 Jahre,B9999,unbestimmt (nur Pst),1,55,59
580695,2020-10-31,968,Wien Schloßhofer Straße,Männer,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
580775,2020-10-31,969,Wien-Wagramer Straße,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
581551,2020-10-31,970,Wien Jugendliche,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),27,0,19
581621,2020-10-31,970,Wien Jugendliche,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),4,20,24
581719,2020-10-31,970,Wien Jugendliche,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),41,0,19
581811,2020-10-31,970,Wien Jugendliche,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),7,20,24
581837,2020-10-31,974,Wien Austria Campus,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
582149,2020-10-31,974,Wien Austria Campus,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
582245,2020-10-31,974,Wien Austria Campus,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
582287,2020-10-31,974,Wien Austria Campus,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
582421,2020-10-31,975,Wien Jäger Straße,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
582698,2020-10-31,975,Wien Jäger Straße,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
583061,2020-11-30,101,Eisenstadt,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),4,0,19
583237,2020-11-30,102,Mattersburg,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
583243,2020-11-30,102,Mattersburg,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
583591,2020-11-30,105,Oberwart,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
583604,2020-11-30,105,Oberwart,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
583842,2020-11-30,106,Stegersbach,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
583850,2020-11-30,106,Stegersbach,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
583959,2020-11-30,107,Jennersdorf,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
584035,2020-11-30,107,Jennersdorf,Männer,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
584064,2020-11-30,201,Feldkirchen,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
584144,2020-11-30,202,Hermagor,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
584185,2020-11-30,203,Klagenfurt,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
584217,2020-11-30,203,Klagenfurt,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),2,20,24
584260,2020-11-30,203,Klagenfurt,Frauen,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
584291,2020-11-30,203,Klagenfurt,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
584312,2020-11-30,203,Klagenfurt,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
584367,2020-11-30,203,Klagenfurt,Frauen,50 bis 54 Jahre,B9999,unbestimmt (nur Pst),1,50,54
584413,2020-11-30,203,Klagenfurt,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
584450,2020-11-30,203,Klagenfurt,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
584485,2020-11-30,203,Klagenfurt,Männer,30 bis 34 Jahre,B9999,unbestimmt (nur Pst),1,30,34
584522,2020-11-30,203,Klagenfurt,Männer,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),2,40,44
584542,2020-11-30,203,Klagenfurt,Männer,45 bis 49 Jahre,B9999,unbestimmt (nur Pst),2,45,49
584692,2020-11-30,204,Spittal/Drau,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
584755,2020-11-30,205,St. Veit/Glan,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),1,0,19
584853,2020-11-30,205,St. Veit/Glan,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
585318,2020-11-30,207,Völkermarkt,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
585371,2020-11-30,208,Wolfsberg,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),2,0,19
585390,2020-11-30,208,Wolfsberg,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
585467,2020-11-30,208,Wolfsberg,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),3,0,19
585535,2020-11-30,301,Amstetten,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),6,0,19
585555,2020-11-30,301,Amstetten,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
585664,2020-11-30,301,Amstetten,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),18,0,19
585693,2020-11-30,301,Amstetten,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),1,20,24
585707,2020-11-30,301,Amstetten,Männer,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
585805,2020-11-30,304,Baden neu,Frauen,bis 19 Jahre,B9999,unbestimmt (nur Pst),5,0,19
585829,2020-11-30,304,Baden neu,Frauen,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),4,20,24
585848,2020-11-30,304,Baden neu,Frauen,25 bis 29 Jahre,B9999,unbestimmt (nur Pst),1,25,29
585889,2020-11-30,304,Baden neu,Frauen,35 bis 39 Jahre,B9999,unbestimmt (nur Pst),1,35,39
585914,2020-11-30,304,Baden neu,Frauen,40 bis 44 Jahre,B9999,unbestimmt (nur Pst),1,40,44
585996,2020-11-30,304,Baden neu,Männer,bis 19 Jahre,B9999,unbestimmt (nur Pst),7,0,19
586034,2020-11-30,304,Baden neu,Männer,20 bis 24 Jahre,B9999,unbestimmt (nur Pst),3,20,24
